id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
339764,Female,28,1,11.0,1,< 1 Year,No,44349.0,152.0,209,0
90468,Male,47,1,8.0,0,1-2 Year,Yes,30157.0,124.0,108,0
293713,Female,44,1,28.0,0,1-2 Year,Yes,30880.0,26.0,203,0
110037,Female,50,1,28.0,0,1-2 Year,Yes,60383.0,55.0,209,0
275469,Female,77,1,14.0,0,1-2 Year,Yes,31388.0,124.0,213,0
371973,Female,22,1,45.0,1,< 1 Year,No,29457.0,152.0,211,0
47672,Female,24,1,6.0,0,< 1 Year,Yes,23838.0,152.0,203,0
8080,Male,42,1,46.0,0,1-2 Year,Yes,38951.0,124.0,297,0
147211,Female,23,1,25.0,0,< 1 Year,Yes,21926.0,152.0,48,0
259891,Male,43,1,48.0,0,1-2 Year,No,2630.0,122.0,63,0
247028,Male,24,1,3.0,1,< 1 Year,No,30384.0,152.0,176,0
261702,Male,28,1,10.0,0,< 1 Year,Yes,53382.0,152.0,125,0
198137,Female,56,1,28.0,1,1-2 Year,No,49039.0,124.0,191,0
164479,Male,22,1,50.0,1,< 1 Year,No,38262.0,152.0,284,0
328171,Female,26,1,29.0,1,< 1 Year,No,25694.0,152.0,213,0
368534,Male,50,1,8.0,1,1-2 Year,No,40058.0,26.0,177,0
216309,Female,24,1,34.0,0,< 1 Year,Yes,42158.0,152.0,171,0
109588,Female,41,1,28.0,0,1-2 Year,Yes,28924.0,26.0,132,0
76033,Male,21,1,47.0,0,< 1 Year,Yes,27614.0,160.0,126,0
334278,Female,24,1,3.0,1,< 1 Year,No,32490.0,152.0,135,0
137772,Male,41,1,28.0,0,1-2 Year,Yes,24168.0,124.0,58,0
170090,Male,61,1,8.0,0,1-2 Year,Yes,2630.0,160.0,16,0
270894,Female,27,1,28.0,0,< 1 Year,Yes,41073.0,152.0,145,0
241185,Female,43,1,28.0,0,1-2 Year,No,25531.0,124.0,232,0
98657,Male,33,1,28.0,1,1-2 Year,No,36864.0,124.0,114,0
14412,Female,24,1,21.0,0,< 1 Year,Yes,2630.0,160.0,161,0
323954,Female,43,1,0.0,1,1-2 Year,No,2630.0,26.0,51,0
206683,Male,31,1,28.0,1,< 1 Year,No,76275.0,152.0,238,0
295460,Female,22,1,15.0,1,< 1 Year,No,23116.0,152.0,171,0
126512,Male,21,1,49.0,1,< 1 Year,No,23404.0,152.0,156,0
349563,Male,26,1,8.0,0,< 1 Year,No,48620.0,152.0,70,0
221844,Male,30,1,45.0,1,< 1 Year,No,18403.0,152.0,296,0
46209,Male,37,1,22.0,0,1-2 Year,Yes,36311.0,122.0,255,0
284294,Male,44,1,8.0,0,1-2 Year,Yes,49241.0,122.0,68,0
360907,Female,25,1,8.0,1,< 1 Year,No,32930.0,152.0,40,0
127984,Male,23,1,47.0,1,< 1 Year,No,36234.0,152.0,134,0
250617,Male,36,1,35.0,1,1-2 Year,No,31053.0,152.0,200,0
229439,Female,51,1,8.0,0,1-2 Year,Yes,40992.0,152.0,127,0
4925,Male,37,1,50.0,1,1-2 Year,No,27812.0,124.0,116,0
35541,Male,24,1,41.0,1,< 1 Year,No,22146.0,152.0,271,0
245330,Male,72,1,0.0,0,1-2 Year,Yes,2630.0,122.0,214,0
330992,Female,25,1,21.0,1,< 1 Year,No,24748.0,152.0,101,0
275867,Male,41,1,2.0,0,1-2 Year,Yes,47106.0,8.0,137,0
83232,Male,58,1,28.0,0,1-2 Year,Yes,21883.0,26.0,119,0
65046,Male,25,1,12.0,1,< 1 Year,No,26937.0,152.0,63,0
256047,Male,21,1,10.0,1,< 1 Year,No,20934.0,152.0,14,0
299230,Male,49,1,28.0,1,1-2 Year,No,2630.0,26.0,121,0
261626,Male,54,1,29.0,1,1-2 Year,No,26815.0,26.0,200,0
290811,Male,41,1,8.0,0,1-2 Year,Yes,34364.0,124.0,279,0
252110,Female,65,1,33.0,1,1-2 Year,No,25674.0,157.0,187,0
248670,Female,45,1,41.0,0,1-2 Year,Yes,38077.0,124.0,71,0
114754,Male,27,1,12.0,0,< 1 Year,Yes,38999.0,124.0,170,0
246332,Male,50,1,28.0,0,1-2 Year,Yes,44940.0,26.0,175,0
125085,Male,48,1,28.0,0,1-2 Year,Yes,38192.0,26.0,28,0
230057,Female,45,1,9.0,0,1-2 Year,Yes,35170.0,26.0,101,0
112070,Female,80,1,28.0,1,1-2 Year,No,37882.0,122.0,148,0
172303,Male,58,1,41.0,1,1-2 Year,Yes,42204.0,124.0,117,0
91777,Female,47,1,27.0,0,1-2 Year,No,29431.0,124.0,47,0
185033,Female,23,1,8.0,1,< 1 Year,No,39642.0,152.0,285,0
92084,Male,75,1,50.0,1,1-2 Year,No,36940.0,69.0,298,0
68020,Male,45,1,8.0,1,1-2 Year,No,43990.0,7.0,166,0
215967,Female,27,1,50.0,1,< 1 Year,No,36836.0,152.0,220,0
189798,Female,48,1,8.0,0,> 2 Years,Yes,32698.0,26.0,74,0
359545,Male,24,1,29.0,1,< 1 Year,No,31024.0,152.0,106,0
374502,Male,61,1,28.0,0,1-2 Year,Yes,41612.0,26.0,172,0
21266,Male,47,1,47.0,1,1-2 Year,No,35841.0,124.0,60,0
163890,Female,22,1,25.0,1,< 1 Year,No,22972.0,152.0,249,0
188615,Male,23,1,8.0,1,< 1 Year,No,26232.0,160.0,71,0
272906,Female,21,1,50.0,0,< 1 Year,Yes,38841.0,160.0,264,0
34096,Female,24,1,8.0,1,< 1 Year,No,37460.0,160.0,281,0
33413,Male,55,1,28.0,0,1-2 Year,Yes,54446.0,124.0,260,0
323233,Female,41,1,28.0,0,1-2 Year,Yes,39734.0,124.0,275,0
15770,Male,21,1,30.0,0,< 1 Year,Yes,29924.0,152.0,30,0
320367,Male,22,1,3.0,1,< 1 Year,No,38917.0,152.0,147,0
298724,Male,25,1,41.0,1,< 1 Year,No,48796.0,152.0,31,0
91330,Female,24,1,14.0,1,< 1 Year,No,18341.0,152.0,53,0
21330,Female,38,1,41.0,0,1-2 Year,Yes,47581.0,26.0,131,0
197947,Male,44,1,50.0,0,1-2 Year,Yes,2630.0,156.0,275,0
113086,Female,25,1,29.0,1,< 1 Year,No,31759.0,152.0,122,0
43940,Male,70,1,40.0,0,1-2 Year,Yes,26039.0,26.0,75,0
126241,Female,44,1,30.0,1,1-2 Year,No,26948.0,152.0,74,0
24791,Female,22,1,50.0,1,< 1 Year,No,30160.0,160.0,97,0
143788,Male,28,1,50.0,1,< 1 Year,No,30536.0,152.0,208,0
322534,Male,24,1,41.0,1,< 1 Year,No,45394.0,152.0,160,0
55529,Male,24,1,41.0,1,< 1 Year,Yes,37700.0,152.0,211,0
168845,Female,51,1,36.0,1,1-2 Year,No,32186.0,124.0,46,0
68021,Male,54,1,28.0,1,1-2 Year,No,43998.0,124.0,61,0
86466,Male,37,1,46.0,0,1-2 Year,Yes,20907.0,124.0,123,0
270365,Female,26,1,28.0,1,< 1 Year,No,37140.0,152.0,168,0
266014,Male,41,1,28.0,0,1-2 Year,No,57936.0,124.0,206,0
351653,Male,22,1,29.0,0,1-2 Year,Yes,2630.0,156.0,295,0
273262,Male,46,1,8.0,0,1-2 Year,Yes,37601.0,26.0,280,0
90542,Male,37,1,15.0,1,1-2 Year,No,29686.0,152.0,140,0
28863,Female,43,1,28.0,0,1-2 Year,Yes,42344.0,124.0,188,0
285361,Female,31,1,30.0,0,< 1 Year,No,2630.0,152.0,103,0
307334,Male,59,1,41.0,1,1-2 Year,No,36418.0,26.0,226,0
159069,Female,46,1,28.0,1,1-2 Year,No,37545.0,52.0,253,0
248891,Male,36,1,3.0,1,1-2 Year,No,2630.0,124.0,83,0
359072,Male,51,1,28.0,0,1-2 Year,Yes,47476.0,59.0,69,0
78723,Male,33,1,11.0,1,< 1 Year,No,24738.0,152.0,129,0
260731,Male,38,1,28.0,0,1-2 Year,Yes,37461.0,158.0,37,0
39760,Female,41,1,29.0,1,1-2 Year,No,2630.0,26.0,224,0
63180,Male,24,1,25.0,1,< 1 Year,No,33081.0,152.0,224,0
264529,Male,35,1,21.0,1,1-2 Year,No,2630.0,152.0,78,0
79619,Male,27,1,11.0,1,< 1 Year,No,52042.0,152.0,67,0
98772,Female,20,1,30.0,0,< 1 Year,No,33090.0,156.0,165,0
74115,Female,24,1,36.0,1,< 1 Year,No,28030.0,152.0,109,0
363241,Female,24,1,47.0,1,< 1 Year,No,28787.0,152.0,139,0
5,Female,29,1,41.0,1,< 1 Year,No,27496.0,152.0,39,0
19236,Female,22,1,41.0,1,< 1 Year,No,35168.0,160.0,129,0
265834,Female,68,1,43.0,0,1-2 Year,Yes,77341.0,124.0,43,0
121846,Male,24,1,15.0,1,< 1 Year,No,39952.0,152.0,284,0
314369,Male,48,1,28.0,0,> 2 Years,Yes,29840.0,26.0,85,0
69592,Male,23,1,41.0,1,< 1 Year,No,22606.0,152.0,245,0
42121,Male,29,1,15.0,0,< 1 Year,Yes,29858.0,152.0,225,0
180147,Male,67,1,46.0,0,1-2 Year,Yes,2630.0,157.0,201,0
263934,Male,27,1,30.0,1,< 1 Year,No,28843.0,152.0,164,0
162748,Male,49,1,5.0,0,1-2 Year,No,33480.0,124.0,118,0
27804,Female,62,1,50.0,0,> 2 Years,Yes,33284.0,30.0,199,0
307005,Female,27,1,36.0,1,< 1 Year,No,2630.0,152.0,193,0
340496,Male,67,1,36.0,1,1-2 Year,No,33402.0,124.0,57,0
231989,Female,62,1,28.0,0,1-2 Year,Yes,38997.0,11.0,272,0
98321,Male,55,1,0.0,1,1-2 Year,No,2630.0,124.0,11,0
196461,Male,25,1,5.0,1,< 1 Year,No,26783.0,152.0,269,0
147476,Male,36,1,24.0,1,1-2 Year,No,26922.0,124.0,33,0
58225,Male,62,1,28.0,1,1-2 Year,No,42436.0,11.0,237,0
59563,Female,64,1,28.0,0,> 2 Years,Yes,30793.0,122.0,242,0
187135,Female,21,1,30.0,1,< 1 Year,No,26814.0,152.0,276,0
177253,Female,24,1,14.0,1,< 1 Year,No,21240.0,152.0,134,0
265870,Male,42,1,28.0,1,1-2 Year,No,47545.0,124.0,278,0
78320,Male,70,1,11.0,1,1-2 Year,No,36362.0,26.0,283,0
228139,Male,23,1,35.0,1,< 1 Year,No,43637.0,152.0,136,0
100061,Male,48,1,32.0,0,1-2 Year,Yes,36234.0,124.0,232,0
99120,Female,66,1,28.0,0,1-2 Year,Yes,40888.0,124.0,252,0
317907,Male,30,1,28.0,0,< 1 Year,Yes,63931.0,152.0,51,0
173534,Male,48,1,8.0,0,1-2 Year,Yes,26597.0,124.0,248,0
245929,Male,23,1,8.0,0,< 1 Year,Yes,30008.0,152.0,175,0
188364,Male,36,1,8.0,0,1-2 Year,Yes,38487.0,124.0,103,0
217207,Female,23,1,36.0,0,< 1 Year,Yes,2630.0,152.0,92,0
94449,Female,24,1,15.0,1,< 1 Year,No,39922.0,152.0,215,0
211949,Female,21,1,28.0,0,< 1 Year,Yes,45372.0,152.0,247,0
8163,Male,23,1,28.0,1,< 1 Year,No,41915.0,152.0,122,0
254097,Male,45,1,48.0,1,1-2 Year,No,2630.0,15.0,14,0
374560,Female,26,1,41.0,1,< 1 Year,No,31255.0,152.0,206,0
201388,Male,34,1,28.0,1,1-2 Year,No,70672.0,152.0,60,0
4674,Male,25,1,29.0,1,< 1 Year,No,32473.0,152.0,251,0
48134,Female,33,1,17.0,0,1-2 Year,Yes,27635.0,157.0,102,0
102027,Male,25,1,49.0,1,< 1 Year,No,35014.0,160.0,90,0
372719,Male,21,1,15.0,1,< 1 Year,No,32665.0,160.0,67,0
69841,Male,22,1,50.0,0,< 1 Year,Yes,26012.0,152.0,208,0
287343,Male,51,1,28.0,1,1-2 Year,Yes,48680.0,26.0,283,0
221245,Male,75,1,26.0,0,> 2 Years,Yes,33229.0,122.0,224,0
21246,Male,24,1,28.0,1,< 1 Year,No,23979.0,152.0,286,0
332221,Female,30,1,45.0,0,< 1 Year,Yes,35465.0,151.0,172,0
278370,Female,26,1,25.0,0,< 1 Year,No,21736.0,152.0,150,0
330141,Male,56,1,28.0,0,1-2 Year,Yes,38402.0,124.0,161,0
15483,Female,21,1,28.0,0,1-2 Year,Yes,31455.0,154.0,249,0
223816,Male,26,1,37.0,0,< 1 Year,Yes,2630.0,152.0,147,0
172020,Female,22,1,35.0,0,< 1 Year,Yes,30580.0,157.0,232,0
131253,Female,38,1,28.0,0,1-2 Year,No,30847.0,152.0,128,0
6332,Female,47,1,28.0,0,1-2 Year,Yes,42695.0,124.0,84,0
377249,Male,25,1,28.0,0,< 1 Year,Yes,2630.0,152.0,187,0
332039,Male,27,1,28.0,1,< 1 Year,No,42323.0,152.0,144,0
276920,Male,23,1,8.0,1,< 1 Year,No,43261.0,152.0,294,0
36328,Female,68,1,47.0,1,1-2 Year,No,39447.0,16.0,31,0
142893,Male,57,1,28.0,0,1-2 Year,Yes,34680.0,26.0,44,0
142304,Female,23,1,44.0,0,< 1 Year,No,37020.0,26.0,285,0
1146,Male,42,1,28.0,0,1-2 Year,Yes,25231.0,13.0,246,0
69202,Female,23,1,30.0,0,< 1 Year,Yes,25070.0,152.0,29,0
145178,Male,23,1,36.0,0,< 1 Year,Yes,38612.0,152.0,22,0
191261,Male,30,1,28.0,1,< 1 Year,No,2630.0,1.0,270,0
23670,Female,38,1,28.0,0,1-2 Year,Yes,48815.0,26.0,271,0
165587,Male,60,1,2.0,0,1-2 Year,Yes,41577.0,124.0,223,0
33186,Female,52,1,35.0,0,1-2 Year,No,24906.0,154.0,143,0
317899,Female,31,1,8.0,1,< 1 Year,No,33584.0,152.0,152,0
350455,Female,21,1,46.0,1,< 1 Year,No,33259.0,152.0,17,0
247266,Female,25,1,34.0,1,< 1 Year,No,31631.0,152.0,112,0
4575,Female,74,1,7.0,0,1-2 Year,Yes,2630.0,163.0,148,0
359400,Male,63,1,8.0,1,1-2 Year,No,38504.0,19.0,53,0
278586,Female,25,1,41.0,1,< 1 Year,No,46054.0,152.0,101,0
210967,Female,49,1,28.0,0,1-2 Year,No,26781.0,61.0,255,0
246118,Female,24,1,10.0,1,< 1 Year,No,20607.0,152.0,76,0
225234,Male,46,1,41.0,1,1-2 Year,No,33530.0,26.0,215,0
154320,Female,57,1,4.0,1,1-2 Year,No,45633.0,26.0,193,0
364034,Female,69,1,13.0,1,1-2 Year,No,30457.0,26.0,177,0
25663,Female,25,1,47.0,1,< 1 Year,Yes,34409.0,152.0,195,0
271565,Female,61,1,37.0,1,1-2 Year,No,32102.0,128.0,76,0
360695,Male,50,1,28.0,0,1-2 Year,Yes,41451.0,26.0,142,0
115601,Male,67,1,35.0,1,1-2 Year,No,31906.0,124.0,294,0
215902,Female,25,1,3.0,1,< 1 Year,No,2630.0,26.0,16,0
266259,Male,24,1,50.0,1,< 1 Year,No,43269.0,152.0,225,0
309426,Male,65,1,50.0,0,1-2 Year,Yes,2630.0,156.0,159,0
84234,Female,57,1,8.0,0,1-2 Year,Yes,45476.0,26.0,218,0
128652,Female,42,1,28.0,0,1-2 Year,No,32768.0,26.0,46,0
295937,Male,36,1,28.0,1,1-2 Year,No,66183.0,124.0,99,0
161576,Male,23,1,41.0,1,< 1 Year,Yes,26960.0,26.0,92,0
21290,Male,50,1,46.0,0,1-2 Year,Yes,62534.0,26.0,225,0
110778,Male,23,1,29.0,1,< 1 Year,No,32906.0,152.0,132,0
173746,Male,27,1,45.0,1,< 1 Year,No,2630.0,152.0,296,0
107943,Male,45,1,36.0,1,1-2 Year,No,30809.0,124.0,73,0
70936,Male,50,1,48.0,0,1-2 Year,No,2630.0,124.0,202,0
328687,Female,51,1,28.0,0,1-2 Year,Yes,61722.0,124.0,147,0
283745,Male,65,1,28.0,0,1-2 Year,No,37330.0,26.0,90,0
252376,Male,21,1,12.0,1,< 1 Year,No,35280.0,160.0,144,0
145669,Female,24,1,46.0,1,< 1 Year,No,25424.0,152.0,47,0
253838,Male,56,1,37.0,0,1-2 Year,Yes,2630.0,26.0,38,0
37345,Male,25,1,28.0,1,< 1 Year,No,51453.0,152.0,280,0
40167,Male,21,1,2.0,1,< 1 Year,No,2630.0,152.0,198,0
253200,Female,27,1,28.0,1,1-2 Year,No,36292.0,24.0,266,0
91460,Female,47,1,28.0,0,> 2 Years,Yes,42945.0,26.0,77,0
189060,Female,24,1,8.0,1,< 1 Year,No,46895.0,152.0,62,0
248226,Male,24,1,42.0,1,< 1 Year,No,21265.0,160.0,199,0
344142,Female,24,1,50.0,1,< 1 Year,No,33521.0,152.0,36,0
103295,Male,22,1,11.0,1,< 1 Year,No,25940.0,152.0,264,0
223692,Female,78,1,28.0,0,1-2 Year,Yes,24842.0,156.0,233,0
23795,Male,21,1,28.0,0,1-2 Year,Yes,35707.0,124.0,258,0
132466,Male,21,1,30.0,1,< 1 Year,No,30421.0,152.0,102,0
369841,Female,21,1,8.0,0,< 1 Year,Yes,45529.0,152.0,263,0
42101,Female,22,1,24.0,0,< 1 Year,Yes,47029.0,152.0,96,0
54666,Male,28,1,7.0,1,< 1 Year,No,2630.0,152.0,276,0
43678,Male,24,1,8.0,1,< 1 Year,No,55764.0,151.0,86,0
182444,Male,54,1,28.0,1,1-2 Year,No,37667.0,124.0,243,0
274820,Male,52,1,29.0,0,1-2 Year,No,33375.0,124.0,121,0
111116,Female,33,1,48.0,0,1-2 Year,Yes,2630.0,154.0,229,0
138047,Male,50,1,28.0,0,1-2 Year,Yes,62336.0,26.0,95,0
367130,Female,36,1,46.0,0,1-2 Year,Yes,2630.0,156.0,88,0
138805,Male,24,1,35.0,1,< 1 Year,No,27396.0,152.0,21,0
124291,Female,80,1,50.0,0,1-2 Year,Yes,2630.0,160.0,279,0
197125,Male,22,1,8.0,0,< 1 Year,Yes,30425.0,152.0,131,0
36250,Male,20,1,15.0,1,< 1 Year,No,41777.0,160.0,52,0
5000,Male,63,1,2.0,1,1-2 Year,No,30791.0,26.0,40,0
374986,Female,22,1,3.0,0,< 1 Year,Yes,22270.0,152.0,128,0
48290,Female,80,1,28.0,0,> 2 Years,Yes,38237.0,122.0,74,0
270570,Male,48,1,48.0,0,> 2 Years,Yes,2630.0,124.0,109,0
296616,Male,46,1,15.0,0,1-2 Year,Yes,34707.0,124.0,206,0
132014,Male,20,1,46.0,0,< 1 Year,Yes,28557.0,152.0,213,0
207911,Female,23,1,37.0,0,< 1 Year,Yes,25592.0,26.0,177,0
180482,Female,23,1,41.0,1,< 1 Year,No,32294.0,152.0,20,0
278192,Female,21,1,41.0,1,< 1 Year,No,2630.0,160.0,110,0
117212,Female,61,1,28.0,0,1-2 Year,Yes,40728.0,124.0,65,0
10861,Female,23,1,48.0,0,< 1 Year,Yes,2630.0,152.0,74,0
221259,Female,22,1,30.0,1,< 1 Year,No,26979.0,152.0,79,0
237731,Female,76,1,15.0,1,1-2 Year,No,22243.0,26.0,243,0
289699,Male,56,1,50.0,1,1-2 Year,No,37859.0,8.0,10,0
376331,Male,56,1,28.0,0,1-2 Year,No,49323.0,26.0,86,0
145531,Male,23,1,8.0,0,< 1 Year,No,31188.0,152.0,179,0
214906,Female,23,1,8.0,0,< 1 Year,Yes,29358.0,160.0,254,0
283181,Male,41,1,28.0,0,1-2 Year,No,33976.0,26.0,188,0
275265,Female,23,1,46.0,1,< 1 Year,No,33973.0,26.0,152,0
246560,Male,64,1,28.0,0,1-2 Year,Yes,2630.0,26.0,149,0
98842,Male,20,1,50.0,0,< 1 Year,Yes,12867.0,160.0,61,0
307259,Female,28,1,22.0,1,< 1 Year,No,24729.0,152.0,266,0
59202,Female,53,1,12.0,1,1-2 Year,No,21313.0,119.0,272,0
192330,Female,32,1,3.0,0,< 1 Year,Yes,29972.0,124.0,227,0
33613,Male,23,1,11.0,1,< 1 Year,No,33640.0,152.0,64,0
221140,Female,52,1,8.0,1,1-2 Year,No,43860.0,26.0,80,0
43739,Female,41,1,29.0,1,1-2 Year,No,32007.0,124.0,253,0
193822,Male,66,0,8.0,0,1-2 Year,No,62421.0,124.0,103,0
35596,Male,20,1,3.0,1,< 1 Year,No,31941.0,160.0,276,0
356526,Male,44,1,3.0,1,1-2 Year,No,2630.0,152.0,280,0
113713,Female,39,1,28.0,1,1-2 Year,No,27133.0,124.0,59,0
269596,Female,76,1,46.0,0,1-2 Year,No,21314.0,16.0,90,0
276700,Male,24,1,29.0,1,< 1 Year,No,37633.0,152.0,29,0
342545,Female,30,1,29.0,1,< 1 Year,No,29593.0,152.0,82,0
24916,Male,26,1,47.0,1,< 1 Year,No,47254.0,152.0,244,0
33996,Male,23,1,33.0,1,< 1 Year,No,31497.0,152.0,40,0
113836,Female,64,1,28.0,1,1-2 Year,No,34368.0,26.0,245,0
148587,Female,30,1,26.0,0,< 1 Year,Yes,22261.0,152.0,126,0
19295,Male,68,1,8.0,0,1-2 Year,Yes,43655.0,7.0,142,0
312687,Female,74,1,46.0,0,1-2 Year,No,2630.0,26.0,92,0
82633,Female,25,1,33.0,1,< 1 Year,No,38087.0,152.0,236,0
300618,Female,21,1,8.0,1,< 1 Year,No,62041.0,160.0,202,0
196145,Male,56,1,46.0,1,1-2 Year,No,32114.0,26.0,168,0
356479,Female,27,1,41.0,1,< 1 Year,No,71018.0,152.0,236,0
136717,Male,78,1,19.0,0,> 2 Years,Yes,2630.0,156.0,10,0
27265,Male,21,1,50.0,0,< 1 Year,Yes,50847.0,160.0,282,0
377540,Female,23,1,29.0,1,< 1 Year,No,39339.0,152.0,144,0
375059,Male,54,1,28.0,0,1-2 Year,Yes,29257.0,47.0,139,0
19138,Male,22,1,29.0,1,< 1 Year,No,26974.0,152.0,260,0
181247,Male,37,1,28.0,0,1-2 Year,Yes,49160.0,26.0,227,0
205538,Female,20,1,46.0,0,< 1 Year,Yes,27545.0,160.0,195,0
12969,Female,31,1,8.0,1,< 1 Year,No,70217.0,152.0,152,0
224794,Male,46,1,6.0,0,1-2 Year,Yes,22318.0,26.0,19,0
195476,Male,80,1,46.0,1,1-2 Year,No,2630.0,122.0,256,0
308715,Male,46,1,47.0,0,1-2 Year,Yes,2630.0,124.0,145,0
194289,Female,29,1,36.0,0,< 1 Year,No,29028.0,152.0,78,0
226761,Male,26,1,8.0,0,< 1 Year,Yes,2630.0,152.0,172,0
108559,Male,39,1,7.0,1,1-2 Year,No,41484.0,124.0,121,0
246316,Female,37,1,28.0,1,1-2 Year,No,44005.0,122.0,207,0
3342,Female,63,1,46.0,1,1-2 Year,Yes,40310.0,156.0,195,0
296765,Female,67,1,50.0,1,1-2 Year,No,37234.0,26.0,36,0
20123,Female,22,1,17.0,1,< 1 Year,No,42930.0,152.0,77,0
176203,Male,71,1,8.0,1,1-2 Year,No,45094.0,124.0,49,0
296247,Female,43,1,28.0,0,1-2 Year,No,53793.0,124.0,134,0
255145,Female,38,1,12.0,1,1-2 Year,No,27756.0,124.0,41,0
157095,Female,28,1,6.0,1,1-2 Year,No,22660.0,124.0,299,0
359122,Male,46,1,28.0,0,1-2 Year,Yes,27015.0,163.0,218,0
136207,Female,75,1,28.0,1,1-2 Year,No,44733.0,26.0,288,0
142185,Male,24,1,11.0,1,< 1 Year,No,33115.0,152.0,131,0
288159,Male,40,1,19.0,1,1-2 Year,Yes,2630.0,157.0,147,0
63770,Female,47,1,23.0,0,1-2 Year,No,29475.0,124.0,22,0
1957,Male,29,1,46.0,1,< 1 Year,No,19635.0,152.0,47,0
222258,Female,46,1,48.0,1,1-2 Year,No,2630.0,124.0,243,0
316843,Male,23,1,8.0,1,< 1 Year,No,71836.0,152.0,224,0
328933,Female,23,1,28.0,1,< 1 Year,No,27295.0,152.0,45,0
91772,Female,68,1,48.0,1,1-2 Year,Yes,2630.0,26.0,188,0
141109,Female,74,1,8.0,0,1-2 Year,Yes,2630.0,124.0,123,0
32397,Female,34,1,42.0,0,1-2 Year,Yes,30937.0,156.0,13,0
72004,Male,48,1,28.0,1,1-2 Year,Yes,29527.0,26.0,217,0
236341,Female,29,1,28.0,1,< 1 Year,No,40989.0,152.0,251,0
160226,Female,47,1,39.0,0,1-2 Year,Yes,36714.0,124.0,84,0
214833,Female,23,1,47.0,0,< 1 Year,Yes,43588.0,152.0,283,0
253544,Male,43,1,40.0,0,1-2 Year,Yes,36219.0,124.0,152,0
157683,Male,73,1,28.0,0,1-2 Year,No,31152.0,124.0,31,0
351615,Male,44,1,3.0,1,1-2 Year,No,23489.0,122.0,243,0
57665,Female,26,1,46.0,1,< 1 Year,No,24903.0,160.0,247,0
247388,Male,24,1,15.0,0,< 1 Year,Yes,2630.0,152.0,172,0
163611,Female,69,1,31.0,0,1-2 Year,Yes,2630.0,154.0,199,0
246840,Male,33,1,47.0,0,1-2 Year,Yes,30944.0,155.0,101,0
334971,Male,25,1,14.0,1,< 1 Year,No,2630.0,152.0,127,0
159461,Female,48,1,28.0,0,1-2 Year,Yes,27373.0,26.0,275,0
264932,Female,22,1,37.0,0,< 1 Year,No,33914.0,152.0,12,0
358149,Female,21,1,8.0,0,< 1 Year,No,41056.0,160.0,100,0
323755,Female,24,1,10.0,1,< 1 Year,No,23377.0,152.0,239,0
47793,Female,25,1,32.0,1,< 1 Year,No,21015.0,152.0,288,0
25114,Male,23,1,41.0,1,< 1 Year,No,27351.0,152.0,180,0
28800,Male,27,1,17.0,1,< 1 Year,No,31885.0,152.0,134,0
203180,Male,41,1,8.0,0,1-2 Year,Yes,43571.0,124.0,175,0
296073,Female,30,1,3.0,1,< 1 Year,No,16228.0,152.0,222,0
225687,Male,24,1,8.0,1,< 1 Year,No,38397.0,152.0,263,0
38668,Male,30,1,25.0,0,< 1 Year,No,29954.0,152.0,209,0
92638,Male,27,1,26.0,0,< 1 Year,Yes,31428.0,152.0,80,0
166583,Female,47,1,25.0,0,1-2 Year,No,2630.0,160.0,119,0
179318,Male,28,1,18.0,0,1-2 Year,Yes,41336.0,124.0,249,0
299896,Female,22,1,33.0,1,< 1 Year,No,34702.0,152.0,99,0
154372,Female,26,1,15.0,0,< 1 Year,No,2630.0,152.0,227,0
329334,Female,27,1,28.0,1,< 1 Year,No,32215.0,152.0,229,0
296516,Male,38,1,28.0,0,1-2 Year,Yes,64376.0,26.0,205,0
330763,Male,50,1,38.0,0,1-2 Year,Yes,33018.0,26.0,12,0
275609,Male,29,1,21.0,1,< 1 Year,No,2630.0,152.0,277,0
162949,Female,62,1,28.0,0,> 2 Years,Yes,51507.0,124.0,293,0
198962,Male,31,1,28.0,0,1-2 Year,Yes,31981.0,124.0,298,0
366928,Female,30,1,50.0,1,< 1 Year,No,28987.0,152.0,93,0
239715,Male,45,1,48.0,0,1-2 Year,Yes,2630.0,124.0,70,0
245656,Female,25,1,33.0,1,< 1 Year,No,22798.0,152.0,91,0
4369,Female,41,1,28.0,1,1-2 Year,No,32515.0,19.0,250,0
324379,Male,34,1,16.0,0,1-2 Year,Yes,21879.0,152.0,233,0
230157,Female,55,1,21.0,1,1-2 Year,No,21680.0,152.0,285,0
358885,Female,34,1,28.0,1,1-2 Year,No,21866.0,26.0,244,0
204327,Male,24,1,43.0,0,1-2 Year,No,2630.0,156.0,10,0
86401,Female,22,1,33.0,1,< 1 Year,No,35248.0,152.0,37,0
368222,Female,31,1,41.0,0,1-2 Year,Yes,2630.0,156.0,242,0
176009,Female,34,1,46.0,1,1-2 Year,No,27180.0,124.0,13,0
135528,Female,23,1,36.0,1,< 1 Year,No,30269.0,152.0,181,0
173105,Female,33,1,15.0,0,< 1 Year,Yes,2630.0,152.0,226,0
381040,Female,75,1,28.0,0,> 2 Years,Yes,60958.0,26.0,256,0
88433,Male,25,1,38.0,0,1-2 Year,Yes,29338.0,156.0,259,0
286362,Male,49,1,47.0,0,1-2 Year,Yes,39998.0,124.0,250,0
